web_scraper_order,web_scraper_start_url,links,question_links,question,anwer
"1775041718-81","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127504460","https://epson.com/faq/SPT_C11CJ67201~faq-00005f1-et2400?faq_cat=faq-8796127504460","I'm having paper feed problems. What should I do?","If you have problems feeding paper, try these solutions:      Place the product on a flat surface.    If paper does not feed for printing, remove it. Then reload it in the middle of the rear paper feed. Slide the edge guide against the edge of the paper, making sure that the paper stack is not above the arrow mark on the edge guide.    If multiple pages feed at once, remove the paper, fan the edges to separate the sheets, and reload it.    If multiple pages feed at once during manual 2-sided printing, remove any paper from the product before reloading paper.    If paper jams when you load only one or two sheets, try loading more sheets at a time. Do not load more than the recommended number of sheets.    Do not load more than the recommended number of sheets.    If paper jams when you print on both sides of the paper, try loading fewer sheets.    Make sure your paper meets the specifications for your product.    Try cleaning the paper path.    Do not place objects on the feeder guard.    For best results, follow these guidelines:    Use new, smooth, high-quality paper that is not curled, creased, old, too thin, or too thick.    Load paper in the rear paper feed printable side up.    Follow any special loading instructions that came with the paper.        Related tasks
  Loading Paper in the Sheet Feeder
  Related references
  Paper Loading Capacity
  Paper Jam Problems"
"1775041720-82","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127504460","https://epson.com/faq/SPT_C11CJ67201~faq-000048c-et2400?faq_cat=faq-8796127504460","Does the type of paper I use make a difference?","The type of paper you choose affects the way your printout looks, so be sure to select the correct paper for your print job. If you are just making a copy or printing a rough draft of an image, plain paper is fine. However, for the best results, use one of Epson's special ink jet papers.      Compatible Epson Papers      You can purchase genuine Epson ink and paper at epson.com (U.S. sales) or epson.ca (Canadian sales). You can also purchase supplies from an Epson authorized reseller. To find the nearest one, call 800-GO-EPSON (800-463-7766) in the U.S. or 800-807-7766 in Canada.            Paper Type      Size      Part number      Sheet count              Epson Bright White Premium Paper        Letter (8.5 × 11 inches [216 × 279 mm])      S450218-4      500            Epson Bright White Pro Paper        Letter (8.5 × 11 inches [216 × 279 mm])      S041586      500            Epson Multipurpose Plus Paper        Letter (8.5 × 11 inches [216 × 279 mm])      S450217-4      500            Epson EcoTank Premium Paper        Letter (8.5 × 11 inches [216 × 279 mm])      S041586-ET      500          Epson High Quality Ink Jet Paper      A4 (8.3 × 11.7 inches [210 × 297 mm])      S041117      100          Letter (8.5 × 11 inches [216 × 279 mm])      S041111      100          Epson Photo Paper Glossy      4 × 6 inches (102 × 152 mm)      S041809    S042038        50    100              A4 (8.3 × 11.7 inches [210 × 297 mm])        S041140      20          Letter (8.5 × 11 inches [216 × 279 mm])      S041141      20          Epson Premium Photo Paper Glossy      4 × 6 inches (102 × 152 mm)      S041727      100          5 × 7 inches (127 × 178 mm)      S041464      20          8 × 10 inches (203 × 254 mm)      S041465      20          Letter (8.5 × 11 inches [216 × 279 mm])        S041667          50            Epson Ultra Premium Photo Paper Glossy      4 × 6 inches (102 × 152 mm)      S042181    S042174        60    100            5 × 7 inches (127 × 178 mm)      S041945      20          8 × 10 inches (203 × 254 mm)      S041946      20          Letter (8.5 × 11 inches [216 × 279 mm])      S042182    S042175        25    50            Epson Premium Photo Paper Semi-gloss      4 × 6 inches (102 × 152 mm)      S041982      40          Letter (8.5 × 11 inches [216 × 279 mm])      S041331      20          Epson Presentation Paper Matte      Letter (8.5 × 11 inches [216 × 279 mm])      S041062      100          Epson Premium Presentation Paper Matte      8 × 10 inches (203 × 254 mm)      S041467      50          Letter (8.5 × 11 inches [216 × 279 mm])      S041257      50          Epson Premium Presentation Paper Matte Double-sided      Letter (8.5 × 11 inches [216 × 279 mm])      S041568      50          Epson Value Photo Paper Glossy      Letter (8.5 × 11 inches [216 × 279 mm])      S400031      50            4 × 6 inches (102 × 152 mm)        S400032    S400033      S400034        20    50      100"
"1775041726-83","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127242316","https://epson.com/faq/SPT_C11CJ67201~faq-000080a-et2400?faq_cat=faq-8796127242316","I refilled the ink tanks after they were expended, but my nozzle check pattern still prints with gaps. What should I do?","The ink tubes may need to be filled with ink. Flush the ink tubes as instructed below.      Power Cleaning Using a Computer Utility  You can run a Power Cleaning using a utility on your Windows or Mac computer.    Note: After running a Power Cleaning, you must turn off the product and wait at least 12 hours before running another Power Cleaning.      Make sure no product lights are indicating errors.    Load a few sheets of plain paper in the product.    Do one of the following:      Windows: Access the Windows Desktop and right-click the  icon for your product in the right side of the Windows taskbar, or click the up arrow and right-click . Select Printer Settings and click the Maintenance tab.      Mac: In the Apple menu or the Dock, select System Preferences. Select Print & Fax, Print & Scan, or Printers & Scanners, select your product, and select Options & Supplies. Select Utility and select Open Printer Utility.        Select Power Cleaning. You see a window like this:
  
    Follow the on-screen instructions to run a Power Cleaning.    When Power Cleaning is finished, run a nozzle check.    If print quality has not improved after running Power Cleaning, wait for at least 12 hours without printing, and then print the nozzle check pattern again. Run Print Head Cleaning or Power Cleaning again depending on the printed pattern. If quality still does not improve, contact Epson support.  

Related concepts
  Print Head Nozzle Check
  Related tasks
  Loading Paper in the Sheet Feeder
  Related references
  Product Light Status"
"1775041734-84","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127373388","https://epson.com/faq/SPT_C11CJ67201~faq-000080c-et2400?faq_cat=faq-8796127373388","I still see white or dark lines in my printout after cleaning the print head three times. What should I do?","If you still see white or dark lines or missing nozzles in your printouts, even after cleaning the print head several times, you can run a Power Cleaning.
If you do not see improvement after running a Power Cleaning, turn off the product and wait at least 12 hours before running another Power Cleaning.
Caution:

Running a Power Cleaning consumes a lot of ink, so you should run it only if necessary. Make sure each ink tank is at least one-third full before running a Power Cleaning, or it may damage the product. Power Cleaning may cause the ink pads to reach their capacity sooner. When an ink pad reaches the end of its service life, the product stops printing and you must contact Epson for support.
Caution:

Power Cleaning may cause the ink pads to reach their capacity sooner. When an ink pad reaches the end of its service life, the product stops printing and you must contact Epson for support.



Related information

Refilling Ink
Power Cleaning Using a Computer Utility
You can run a Power Cleaning using a utility on your Windows or Mac computer.

Note: After running a Power Cleaning, you must turn off the product and wait at least 12 hours before running another Power Cleaning.


	Make sure no product lights are indicating errors.
	Load a few sheets of plain paper in the product.
	Do one of the following:
	
		Windows: Access the Windows Desktop and right-click the  icon for your product in the right side of the Windows taskbar, or click the up arrow and right-click . Select Printer Settings and click the Maintenance tab.
		Mac: In the Apple menu or the Dock, select System Preferences. Select Print & Fax, Print & Scan, or Printers & Scanners, select your product, and select Options & Supplies. Select Utility and select Open Printer Utility.
	
	
	Select Power Cleaning. You see a window like this:

	
	Follow the on-screen instructions to run a Power Cleaning.
	When Power Cleaning is finished, run a nozzle check.

If print quality has not improved after running Power Cleaning, wait for at least 12 hours without printing, and then print the nozzle check pattern again. Run Print Head Cleaning or Power Cleaning again depending on the printed pattern. If quality still does not improve, contact Epson support."
"1775041737-85","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127373388","https://epson.com/faq/SPT_C11CJ67201~faq-0000489-et2400?faq_cat=faq-8796127373388","How do I refill the ink tanks?","See the instructions in our how-to video or follow the instructions below.Make sure you have new ink bottles handy and have read the ink safety precautions before you begin.
You can continue to use the product even if one or more ink tanks are not filled all the way.
Caution:

Wear disposable gloves while refilling the ink tanks to avoid staining your hands. If ink spills, wipe it off immediately with a damp towel to avoid permanent stains. If ink gets on your clothes or belongings, it may not come off.

	Open the ink tank cover.

	
	Open the cap for the ink tank you are going to fill.

	
	Note: Make sure the color of the ink tank label matches the ink color you want to fill.
	Hold the ink bottle upright and slowly turn the bottle cap to remove it.

	
	Caution:

	Do not shake or squeeze the bottle. Do not touch the top of the bottle after removing its cap.
	Warning: If ink gets on your skin, wash it thoroughly with soap and water. If ink gets into your eyes, flush them immediately with water. If ink gets into your mouth, spit it out and see a doctor right away. Seek medical advice if problems persist. Keep the ink bottles out of the reach of children and do not drink the ink.
	Check the upper line (a) on the ink tank.

	
	Position the top of the ink bottle along the slot in front of the filling port, then slowly stand the bottle up to insert it. Wait for the ink to fill the tank. Do not squeeze the bottle. Ink flows into the tank and stops automatically when the ink is filled to the upper line.

	
	Note: Do not force the bottles into position; they are keyed for each color.
	Note: If ink does not flow from the bottle, lift and reinsert the bottle. However, do not remove and reinsert the ink bottle when the ink has reached the upper line; otherwise ink may leak.
	When the ink tank is full, remove the ink bottle and securely close the ink tank cap as shown.

	
	Note: Do not leave the ink bottle inserted; otherwise the bottle may be damaged or ink may leak.
	Note: If any ink remains in the bottle, replace the bottle cap and tighten it. Store the bottle upright for later use.

	
	Repeat the previous steps as necessary for each ink tank you need to fill.
	Close the ink tank cover.

	

Related concepts

Purchase Epson Ink

Related references

Ink Safety Precautions"
"1775041740-86","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127373388","https://epson.com/faq/SPT_C11CJ67201~faq-00007eb-et2400?faq_cat=faq-8796127373388","How do I know when an ink tank needs to be refilled?","See below.      Checking Ink Levels on Your Product  To confirm the actual ink levels, visually check the ink levels in the product’s ink tanks. Make sure the ink levels are above the lower lines on the ink tanks. If any of the ink tanks are below the lower line, fill them up to the upper line on the ink tank.
  
  Related tasks
  Refilling the Ink Tanks
  Related references
  Ink Safety Precautions"
"1775041743-87","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127373388","https://epson.com/faq/SPT_C11CJ67201~faq-00007ea-et2400?faq_cat=faq-8796127373388","Are there any safety precautions I should take when handling the ink?","Yes, see below.      Ink Safety Precautions      Ink Handling Precautions      Keep ink bottles and the ink tanks out of the reach of children. Do not allow children to drink from or handle the ink bottles and bottle caps.    Do not tilt or shake an ink bottle after opening it; otherwise, ink may leak.    Be careful not to touch any ink when you handle the ink tanks, ink tank caps, and opened ink bottles or ink bottle caps.    If ink gets on your skin, wash it thoroughly with soap and water. If ink gets into your eyes, flush them immediately with water. If ink gets into your mouth, spit it out and see a doctor right away.    Do not squeeze the ink bottles.    If ink spills, wipe it up immediately. To prevent the ink from spreading, blot the spill with a dry cloth, then wipe it with a damp cloth. The ink will be hard to remove once it has dried.        Ink Refilling Precautions      Use ink bottles with the correct part number for this product.    Do not mix with other Epson ink types.    Do not open the ink bottle package until you are ready to fill an ink tank. Ink bottles are vacuum packed to maintain reliability. If you leave an ink bottle unpacked for a long time before using it, print quality may be affected.    If the ink level is below the lower line on an ink tank, refill the ink. Continued use of the product when the ink level is below the lower line on an ink tank could damage the product.    Visually check the ink levels in the product’s ink tanks to confirm the actual ink levels. Continued use of the product when the ink is below the lower line on an ink tank could damage the product.    Do not maintain low ink levels for extended periods of time.    Epson recommends filling all ink tanks to the upper line when the product is not operating.    After bringing an ink bottle inside from a cold storage site, allow it to warm up at room temperature for at least three hours before using it.    Use the ink bottle before the date printed on the package.    After opening an ink bottle, Epson recommends using it as soon as possible.    Wipe off any ink around the tanks and ports with a clean, lint-free cloth or cotton swab.    Store ink bottles in a cool, dark place. Keep them out of direct sunlight.    Do not store the ink bottles in high or freezing temperatures.    Store the ink bottles in the same environment as the product. When storing or transporting an opened ink bottle, do not tilt the bottle and do not subject it to impacts or temperature changes. Otherwise, ink may leak even if the cap on the ink bottle is tightened securely. Be sure to keep the ink bottle upright when tightening the cap, and take measures to prevent ink from leaking when you transport the bottle.    Handle ink carefully. Ink may splatter when the ink tanks are being filled or refilled with ink. If ink gets on your clothes or belongings, it may not come off. If ink adheres to the area around the tank, wipe it off using a lint-free, clean cloth or cotton swab.        Ink Bottle and Ink Tank Information      To maintain optimum print head performance, some ink is consumed from all ink tanks during printing and when performing maintenance operations, such as cleaning the print head. Ink may also be consumed when the product is turned on.    Quoted ink yields may vary depending on the images you are printing, the paper type you are using, how often you print, and environmental conditions such as temperature.    The ink bottles may contain recycled materials, but this does not affect product function or performance.    The specification and appearance of the ink bottles are subject to change without prior notice for improvement.    When printing in monochrome or grayscale, color ink may be used instead of black ink, depending on the paper type or print quality settings. This is because a mixture of color inks is used to create black."
"1775041745-88","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127373388","https://epson.com/faq/SPT_C11CJ67201~faq-00004ab-shared?faq_cat=faq-8796127373388","I spilled ink. What should I do?","If ink spills, wipe it up immediately. To prevent the ink from spreading, blot the spill with a dry cloth, then quickly wipe it with a damp cloth. The ink will be hard to remove once it has dried. If the ink does not come off, try scrubbing it with the appropriate cleaning product where the ink spilled."
"1775041751-89","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127406156","https://epson.com/faq/SPT_C11CJ67201~faq-00009ca-et2400?faq_cat=faq-8796127406156","I see the message Printer is Offline when I try to print with a USB connection in Windows. What should I do?","This problem can be caused by your printer, the connection, or the computer. Do the following:

	To determine if the printer can print without a computer, print a nozzle check pattern. See these instructions.
	
		If you can print a nozzle check pattern, go to the next step.
		If you can't print a nozzle check pattern, check the product for errors and clear them. See these instructions. Try printing a nozzle check pattern again. If you can print, go to the next step. Otherwise, contact Epson Support.
	
	
	Turn your product off and on again and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.
	Delete any pending print jobs from the Epson print queue and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.
	In the Epson print queue, select Printer and deselect the Use Printer Offline checkbox. If you can print, you're done. Otherwise, go to the next step.
	Turn off your product, make sure the USB cable is securely connected, and then turn on your product and try printing again.
	If you still can't print, make sure the USB cable is a shielded cable no more than 6.5 feet (2 meters) long. Also, try connecting the cable to another USB port on your computer or use a different cable. Try printing again.
	Note: If you're using a hub or switchbox, connect the product directly to your computer.
	If you can print now, you're done. If you can't print, contact Epson Support."
"1775041754-90","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127406156","https://epson.com/faq/SPT_C11CJ67201~faq-00009c9-et2400?faq_cat=faq-8796127406156","I see the message Printer is Offline when I try to print with a USB connection on my Mac. What should I do?","This problem can be caused by your printer, the connection, or the computer. Do the following:

	To determine if the printer can print without a computer, print a nozzle check pattern. See these instructions.
	
		If you can print a nozzle check pattern, go to the next step.
		If you can't print a nozzle check pattern, check the product for errors and clear them. See these instructions. Try printing a nozzle check pattern again. If you can print, go to the next step. Otherwise, contact Epson Support.
	
	
	Turn your product off and on again and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.
	Delete any pending print jobs from the Epson print queue and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.
	On your Mac, open the  menu and select System Preferences. Select Print & Scan, Print & Fax, or Printers & Scanners, select your printer, and then click the  button to remove the printer. Click , select your printer with Kind set as USB, select your printer from the Use drop-down list, and then click Add. This adds the printer back to the printer queue. Try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.
	Turn off your product, make sure the USB cable is securely connected, and then turn on your product and try printing again.
	Note: If you're using a hub or switchbox, connect the product directly to your computer.
	If you still can't print, make sure the USB cable is a shielded cable no more than 6.5 feet (2 meters) long. Also, try connecting the cable to another USB port on your computer or use a different cable. Try printing again. If you can print, you're done. Otherwise, contact Epson Support."
"1775041757-91","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127406156","https://epson.com/faq/SPT_C11CJ67201~faq-00004d9-et2400?faq_cat=faq-8796127406156","I see the message Unable to connect to network scanner. Check the scanner, network, and connection settings. What should I do?","Do the following:      Click Yes on the error message screen. The Scanner Settings window appears.    Click Enable Editing or  and click Yes on the screen that appears. If necessary, enter your computer's administrator password and click OK.    Note: If you do not see the Enable Editing button, run the Epson Scan 2 Utility as the administrator. To run the Epson Scan 2 Utility as the administrator, navigate to the Epson Scan 2 Utility shortcut, right-click the shortcut, and then click Run as administrator.      Select your product from the list in the Scanner Settings window and click Delete or  button.    Windows
  
      Mac
  
      Click Add or the  button. Make sure your product is selected as the Model in the screen that appears.    Select the IP address for your product.    Click Add. Your product appears in the Scanner Settings window.    Click OK."
"1775041760-92","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127406156","https://epson.com/faq/SPT_C11CJ67201~faq-0000492-et2400?faq_cat=faq-8796127406156","I see the message Printer is Offline when I try to print with a wireless connection on my Mac. What should I do?","This problem can be caused by your printer, computer, or wireless network. Do the following:
 

	To determine if the printer can print without a computer, print a nozzle check pattern. See these instructions.
	
		If you can print a nozzle check pattern, go to the next step.
		If you can't print a nozzle check pattern, check the product for errors and clear them. See these instructions. Try printing a nozzle check pattern again. If you can print, go to the next step. Otherwise, contact Epson Support.
	
	
	Turn your product off and on again and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.
	Delete any pending print jobs from the Epson print queue and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.
	On your Mac, open the  menu and select System Preferences. Select Print & Scan, Print & Fax, or Printers & Scanners, select your printer, and then click the  button to remove the printer. Click , select your printer with Kind set as Bonjour, select your printer from the Use drop-down list, and then click Add. This adds the printer back to the printer queue. Try printing again. If you can print, you're done, and you can skip the remaining steps. Otherwise, go to the next step.
	Check your product's Wi-Fi indicator and do one of the following:
	
		If a wireless connection is established, unplug your router's power cord from the power outlet, wait a brief period, plug it back in, and then try to print. If you can print, you're done. The problem was resolved by restarting your router. If you can't print, restart your computer and try printing again. If these steps do not resolve your problem, contact Epson Support.
		Note: You may need to re-establish the connection for the other devices on your network after you restart your router.
		If a wireless connection is not established, follow the instructions in the Reinstall the Product Software section below.
	
	


Reinstall the Product Software


	Reset your product's network settings. See these instructions.
	On your Mac, open the  menu and select System Preferences. Select Print & Scan, Print & Fax, or Printers & Scanners, select your printer, and then click the  button to remove the printer.
	Open the  menu, select System Preferences, and then click either Security & Privacy or Security. Select the Firewall tab and disable the firewall.
	If you have other firewall software enabled, you need to disable it also. If you don't know how to disable it, contact your firewall provider for help.
	Note: This step is needed to install the product's software and complete the wireless setup. Remember to enable your firewall software after you complete the wireless setup.
	Unplug your router's power cord from the power outlet, wait a brief period, and then plug it back in.
	Note: You may need to re-establish the connection for the other devices on your network.
	Download and install the Drivers and Utilities Combo Package from the Downloads tab on the product's support page. Open the file you downloaded and follow the on-screen instructions to install the software.
	 Follow the setup instructions in our how-to video.
	After you complete the wireless setup, turn your firewall back on.


If this does not solve the problem, contact Epson Support."
"1775041763-93","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127406156","https://epson.com/faq/SPT_C11CJ67201~faq-0000493-et2400?faq_cat=faq-8796127406156","I see the message Printer is Offline when I try to print with a wireless connection in Windows. What should I do?","This problem can be caused by your printer, computer, or wireless network. Do the following:
 

	To determine if the printer can print without a computer, print a nozzle check pattern. See these instructions.
	
		If you can print a nozzle check pattern, go to the next step.
		If you can't print a nozzle check pattern, check the product for errors and clear them. See these instructions. Try printing a nozzle check pattern again. If you can print, go to the next step. Otherwise, contact Epson Support.
	
	
	Turn your product off and on again and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.
	Delete any pending print jobs from the Epson print queue and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.
	In the Epson print queue, select Printer and deselect the Use Printer Offline checkbox. If you can print, you're done. Otherwise, go to the next step.
	Check your product's Wi-Fi indicator and do one of the following:
	
		If a wireless connection is established, unplug your router's power cord from the power outlet, wait a brief period, plug it back in, and then try to print. If you can print, you're done. The problem was resolved by restarting your router. If you can't print, restart your computer and try printing again. If these steps do not resolve your problem, contact Epson Support.
		Note: You may need to re-establish the connection for the other devices on your network after you restart your router.
		If a wireless connection is not established, follow the instructions in the Reinstall the Product Software section below.
	
	


Reinstall the Product Software


	Reset your product's network settings. See these instructions.
	Turn off the product and disconnect any interface cables.
	Do one of the following:
	 
	
		Windows 11: Click , then search for Settings and select it. Select Network & Internet > Advanced network settings > Windows Firewall. Disable the firewall.
		Windows 10: Click  and select  (Settings) > Network & Internet > Windows Firewall. Disable the firewall.
		Windows 8.x: Navigate to the Apps screen and select Control Panel > Windows Firewall. Disable the firewall.
		Windows (other versions): Select  or Start > Control Panel > System and Security > Windows Firewall. Disable the firewall.
	

	If you have other firewall software enabled, you need to disable it also. If you don't know how to disable it, contact your firewall provider for help.

	Note: This step is needed to install the product's software and complete the wireless setup. Remember to enable your firewall software after you complete the wireless setup.
	Uninstall your product's software. See these instructions.
	Unplug your router's power cord from the power outlet, wait a brief period, and then plug it back in.
	Note: You may need to re-establish the connection for the other devices on your network.
	Download and install the Drivers and Utilities Combo Package from the Downloads tab on the product's support page. Open the file you downloaded and follow the on-screen instructions to install the software.
	 Follow the setup instructions in our how-to video.
	After you complete the wireless setup, turn your firewall back on.


If this does not solve the problem, contact Epson Support."
"1775041766-94","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127406156","https://epson.com/faq/SPT_C11CJ67201~faq-00004c5-shared?faq_cat=faq-8796127406156","I see the message Filter Failure with rastertoescpII when I try to print from my Mac. What should I do?","Do the following:      On your Mac, open the  menu, select System Preferences or System Settings, and then select Sharing.    Do one of the following:    If there is no name in the Computer Name field, enter a name for your computer.    If there is a name in the Computer Name field, rename your computer.        Close the window.    Open the  menu, select System Preferences or System Settings > Print & Scan, Print & Fax, or Printers & Scanners > [your printer name] > Options & Supplies.    Select General, if necessary. Enter your Computer Name as the Location and click OK.    Try printing again. If you can print now, you're done. If you can't print, go to the next step.      Turn off your product.    Open the  menu, select System Preferences or System Settings > Print & Scan, Print & Fax, or Printers & Scanners > [your printer name] and click . Click Delete Printer and close the window.    Open your hard drive and do each of the following:    Select Library > Printers and drag the Epson folder to the trash.    Select Library > Printers > PPDs > Contents > Resources and drag the Epson Printer Name.gz file to the trash.    Select Library > Caches and drag the Epson folder to the trash.        Close the hard drive and empty the trash on your Mac.    Restart your Mac, turn on your product, and then reinstall the driver for your product.    Try to print again. If this does not solve the problem, contact Epson Support."
"1775041772-95","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127438924","https://epson.com/faq/SPT_C11CJ67201~faq-0000911-et2400?faq_cat=faq-8796127438924","I was able to print from my Mac before with a USB connection, but now I can't. What should I do?","This problem can be caused by your printer, the connection, or the computer. Do the following:      To determine if the printer can print without a computer, print a nozzle check pattern. See these instructions.    If you can print a nozzle check pattern, go to the next step.    If you can't print a nozzle check pattern, check the product for errors and clear them. See these instructions. Try printing a nozzle check pattern again. If you can print, go to the next step. Otherwise, contact Epson Support.        Turn your product off and on again and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.      Delete any pending print jobs from the Epson print queue and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.    On your Mac, open the  menu and select System Preferences. Select Print & Scan, Print & Fax, or Printers & Scanners, select your printer, and then click the  button to remove the printer. Click , select your printer with Kind set as USB, select your printer from the Use drop-down list, and then click Add. This adds the printer back to the printer queue. Try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.    Turn off your product, make sure the USB cable is securely connected, and then turn on your product and try printing again.    Note: If you're using a hub or switchbox, connect the product directly to your computer.      If you still can't print, make sure the USB cable is a shielded cable no more than 6.5 feet (2 meters) long. Also, try connecting the cable to another USB port on your computer or use a different cable. Try printing again. If you can print, you're done. Otherwise, contact Epson Support."
"1775041774-96","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127438924","https://epson.com/faq/SPT_C11CJ67201~faq-0000c9c-et2400?faq_cat=faq-8796127438924","Printing or scanning is slow over my wireless connection. What should I do?","Try the following:      Move the computer and your Epson product closer to your wireless router or access point.    Make sure to place your product within contact range of your router or access point. Avoid placing your product near a microwave oven, cordless phone, or large metal object, such as a filing cabinet.    Note: If you are using a 5 GHz wireless router, set the router to operate in dual band (2.4 GHz and 5 GHz) mode. If your router uses a single network name (SSID) for both the 2.4 GHz and 5 GHz band, give each band its own network name (SSID) instead, such as Home Network 2.4 GHz and Home Network 5 GHz. See your router documentation or contact your internet service provider for instructions.      Connect the product to another wireless network, such as a mobile hotspot. The problem may be caused by your network."
"1775041777-97","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#questions","https://epson.com/Support/Printers/All-In-Ones/ET-Series/Epson-ET-2400/s/SPT_C11CJ67201#faq-8796127438924","https://epson.com/faq/SPT_C11CJ67201~faq-0000912-et2400?faq_cat=faq-8796127438924","I was able to print from Windows before with a USB connection, but now I can't. What should I do?","This problem can be caused by your printer, the connection, or the computer. Do the following:      To determine if the printer can print without a computer, print a nozzle check pattern. See these instructions.    If you can print a nozzle check pattern, go to the next step.    If you can't print a nozzle check pattern, check the product for errors and clear them. See these instructions. Try printing a nozzle check pattern again. If you can print, go to the next step. Otherwise, contact Epson Support.        Turn your product off and on again and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.      Delete any pending print jobs from the Epson print queue and try printing again. If you can print, you're done and you can skip the remaining steps. Otherwise, go to the next step.    In the Epson print queue, select Printer and deselect the Use Printer Offline checkbox. If you can print, you're done. Otherwise, go to the next step.    Turn off your product, make sure the USB cable is securely connected, and then turn on your product and try printing again.    If you still can't print, make sure the USB cable is a shielded cable no more than 6.5 feet (2 meters) long. Also, try connecting the cable to another USB port on your computer or use a different cable. Try printing again.      Note: If you're using a hub or switchbox, connect the product directly to your computer.      If you can print now, you're done. If you can't print, contact Epson Support."
